"id","duration","question","value","order","prolificId","studyId","sessionId"
"179","3826","Animals feel that a small or medium fire is pretty","48","{""Humans like to look at fire"",""Animals like the warmth of a medium fire"",""Animals feel that a small or medium fire is pretty"",""Humans like the warmth of a medium fire"",""Humans like to cook on a fire"",""Animals like to cook on a fire"",""Humans feel that a small or medium fire is pretty"",""Animals are afraid of a big fire"",""Animals can make a fire"",""Humans are afraid of a big fire"",""Humans can make a fire"",""Animals like to look at fire""}","6429ffe11a9806a9a95ad072","685db2f97826087f0608405e","690e18a022810bbb943733cf"
"180","8116","Animals like to cook on a fire","0","{""Animals like to cook on a fire"",""Animals feel that a small or medium fire is pretty"",""Animals like the warmth of a medium fire"",""Humans like to cook on a fire"",""Animals can make a fire"",""Animals like to look at fire"",""Humans can make a fire"",""Humans like the warmth of a medium fire"",""Humans are afraid of a big fire"",""Humans like to look at fire"",""Humans feel that a small or medium fire is pretty"",""Animals are afraid of a big fire""}","663ae3f35b81791c40865be5","685db2f97826087f0608405e","690e18aa384484493724b6a7"
"181","7116","Humans feel that a small or medium fire is pretty","96","{""Humans like the warmth of a medium fire"",""Humans feel that a small or medium fire is pretty"",""Animals feel that a small or medium fire is pretty"",""Animals like to cook on a fire"",""Animals are afraid of a big fire"",""Animals like the warmth of a medium fire"",""Humans like to look at fire"",""Animals can make a fire"",""Humans like to cook on a fire"",""Humans are afraid of a big fire"",""Humans can make a fire"",""Animals like to look at fire""}","68c96774c5a755579634545f","685db2f97826087f0608405e","690e18a598be595cd094afe0"
"182","4393","Animals feel that a small or medium fire is pretty","2","{""Animals are afraid of a big fire"",""Animals can make a fire"",""Animals like to look at fire"",""Humans like to cook on a fire"",""Humans feel that a small or medium fire is pretty"",""Animals feel that a small or medium fire is pretty"",""Humans like to look at fire"",""Animals like to cook on a fire"",""Humans are afraid of a big fire"",""Humans can make a fire"",""Humans like the warmth of a medium fire"",""Animals like the warmth of a medium fire""}","6279257a38f2de2668ac6309","685db2f97826087f0608405e","690e189a69621e61c835fa72"
"183","6878","Humans like to cook on a fire","21","{""Humans like the warmth of a medium fire"",""Animals like the warmth of a medium fire"",""Humans like to cook on a fire"",""Animals are afraid of a big fire"",""Humans feel that a small or medium fire is pretty"",""Animals feel that a small or medium fire is pretty"",""Animals like to look at fire"",""Humans can make a fire"",""Animals can make a fire"",""Animals like to cook on a fire"",""Humans are afraid of a big fire"",""Humans like to look at fire""}","5f919274b5383b00096b0295","685db2f97826087f0608405e","690e18a1c7ec26b8f3ae0343"
"184","8223","Animals like the warmth of a medium fire","58","{""Animals like the warmth of a medium fire"",""Animals like to cook on a fire"",""Animals are afraid of a big fire"",""Humans can make a fire"",""Humans like to look at fire"",""Humans like the warmth of a medium fire"",""Animals can make a fire"",""Animals like to look at fire"",""Humans like to cook on a fire"",""Animals feel that a small or medium fire is pretty"",""Humans are afraid of a big fire"",""Humans feel that a small or medium fire is pretty""}","6562c55e28c4121b6401c0c7","685db2f97826087f0608405e","690e18b1bd6e45300ebd731a"
"185","3494","Humans like the warmth of a medium fire","52","{""Humans like to look at fire"",""Animals like the warmth of a medium fire"",""Animals feel that a small or medium fire is pretty"",""Humans like the warmth of a medium fire"",""Humans like to cook on a fire"",""Animals like to cook on a fire"",""Humans feel that a small or medium fire is pretty"",""Animals are afraid of a big fire"",""Animals can make a fire"",""Humans are afraid of a big fire"",""Humans can make a fire"",""Animals like to look at fire""}","6429ffe11a9806a9a95ad072","685db2f97826087f0608405e","690e18a022810bbb943733cf"
"186","4865","Animals feel that a small or medium fire is pretty","4","{""Animals like to cook on a fire"",""Animals feel that a small or medium fire is pretty"",""Animals like the warmth of a medium fire"",""Humans like to cook on a fire"",""Animals can make a fire"",""Animals like to look at fire"",""Humans can make a fire"",""Humans like the warmth of a medium fire"",""Humans are afraid of a big fire"",""Humans like to look at fire"",""Humans feel that a small or medium fire is pretty"",""Animals are afraid of a big fire""}","663ae3f35b81791c40865be5","685db2f97826087f0608405e","690e18aa384484493724b6a7"
"187","9289","Animals feel that a small or medium fire is pretty","5","{""Animals like to cook on a fire"",""Humans are afraid of a big fire"",""Animals feel that a small or medium fire is pretty"",""Humans like to cook on a fire"",""Humans can make a fire"",""Animals like to look at fire"",""Animals can make a fire"",""Animals are afraid of a big fire"",""Animals like the warmth of a medium fire"",""Humans like to look at fire"",""Humans like the warmth of a medium fire"",""Humans feel that a small or medium fire is pretty""}","63ea4a7fa7d709c8e7887a93","685db2f97826087f0608405e","690e18a0746fce0498519559"
"188","2883","Humans like to cook on a fire","75","{""Humans like to look at fire"",""Animals like the warmth of a medium fire"",""Animals feel that a small or medium fire is pretty"",""Humans like the warmth of a medium fire"",""Humans like to cook on a fire"",""Animals like to cook on a fire"",""Humans feel that a small or medium fire is pretty"",""Animals are afraid of a big fire"",""Animals can make a fire"",""Humans are afraid of a big fire"",""Humans can make a fire"",""Animals like to look at fire""}","6429ffe11a9806a9a95ad072","685db2f97826087f0608405e","690e18a022810bbb943733cf"
"189","6591","Humans can make a fire","82","{""Animals like the warmth of a medium fire"",""Humans can make a fire"",""Humans like the warmth of a medium fire"",""Humans are afraid of a big fire"",""Animals like to cook on a fire"",""Animals like to look at fire"",""Humans like to look at fire"",""Humans like to cook on a fire"",""Animals can make a fire"",""Animals are afraid of a big fire"",""Animals feel that a small or medium fire is pretty"",""Humans feel that a small or medium fire is pretty""}","5d59d45948766d0018949d58","685db2f97826087f0608405e","690e189f26d7ef7f58256be6"
"190","5228","Humans like to look at fire","15","{""Animals are afraid of a big fire"",""Animals can make a fire"",""Animals like to look at fire"",""Humans like to cook on a fire"",""Humans feel that a small or medium fire is pretty"",""Animals feel that a small or medium fire is pretty"",""Humans like to look at fire"",""Animals like to cook on a fire"",""Humans are afraid of a big fire"",""Humans can make a fire"",""Humans like the warmth of a medium fire"",""Animals like the warmth of a medium fire""}","6279257a38f2de2668ac6309","685db2f97826087f0608405e","690e189a69621e61c835fa72"
"191","5400","Animals feel that a small or medium fire is pretty","35","{""Humans like the warmth of a medium fire"",""Humans feel that a small or medium fire is pretty"",""Animals feel that a small or medium fire is pretty"",""Animals like to cook on a fire"",""Animals are afraid of a big fire"",""Animals like the warmth of a medium fire"",""Humans like to look at fire"",""Animals can make a fire"",""Humans like to cook on a fire"",""Humans are afraid of a big fire"",""Humans can make a fire"",""Animals like to look at fire""}","68c96774c5a755579634545f","685db2f97826087f0608405e","690e18a598be595cd094afe0"
"192","4351","Animals are afraid of a big fire","74","{""Humans like the warmth of a medium fire"",""Animals like the warmth of a medium fire"",""Humans like to cook on a fire"",""Animals are afraid of a big fire"",""Humans feel that a small or medium fire is pretty"",""Animals feel that a small or medium fire is pretty"",""Animals like to look at fire"",""Humans can make a fire"",""Animals can make a fire"",""Animals like to cook on a fire"",""Humans are afraid of a big fire"",""Humans like to look at fire""}","5f919274b5383b00096b0295","685db2f97826087f0608405e","690e18a1c7ec26b8f3ae0343"
"193","16701","Animals like to look at fire","24","{""Animals like to look at fire"",""Humans like the warmth of a medium fire"",""Humans like to look at fire"",""Animals feel that a small or medium fire is pretty"",""Animals like the warmth of a medium fire"",""Animals are afraid of a big fire"",""Humans are afraid of a big fire"",""Animals can make a fire"",""Humans feel that a small or medium fire is pretty"",""Humans can make a fire"",""Humans like to cook on a fire"",""Animals like to cook on a fire""}","5fb5f30ab74f4b20cdd41ec1","685db2f97826087f0608405e","690e189cad6525167ff64fb3"
"194","10541","Animals are afraid of a big fire","83","{""Humans like to cook on a fire"",""Humans like to look at fire"",""Animals are afraid of a big fire"",""Humans like the warmth of a medium fire"",""Animals can make a fire"",""Animals like to look at fire"",""Humans are afraid of a big fire"",""Animals like to cook on a fire"",""Humans can make a fire"",""Humans feel that a small or medium fire is pretty"",""Animals like the warmth of a medium fire"",""Animals feel that a small or medium fire is pretty""}","5cd726aab1fa62001a8de584","685db2f97826087f0608405e","690e189aac5648b86c3578de"
"195","4531","Animals like to cook on a fire","0","{""Animals like the warmth of a medium fire"",""Animals like to cook on a fire"",""Animals are afraid of a big fire"",""Humans can make a fire"",""Humans like to look at fire"",""Humans like the warmth of a medium fire"",""Animals can make a fire"",""Animals like to look at fire"",""Humans like to cook on a fire"",""Animals feel that a small or medium fire is pretty"",""Humans are afraid of a big fire"",""Humans feel that a small or medium fire is pretty""}","6562c55e28c4121b6401c0c7","685db2f97826087f0608405e","690e18b1bd6e45300ebd731a"
"196","2753","Humans like to cook on a fire","100","{""Animals like to cook on a fire"",""Humans are afraid of a big fire"",""Animals feel that a small or medium fire is pretty"",""Humans like to cook on a fire"",""Humans can make a fire"",""Animals like to look at fire"",""Animals can make a fire"",""Animals are afraid of a big fire"",""Animals like the warmth of a medium fire"",""Humans like to look at fire"",""Humans like the warmth of a medium fire"",""Humans feel that a small or medium fire is pretty""}","63ea4a7fa7d709c8e7887a93","685db2f97826087f0608405e","690e18a0746fce0498519559"
"197","2482","Animals like to cook on a fire","0","{""Humans like the warmth of a medium fire"",""Humans feel that a small or medium fire is pretty"",""Animals feel that a small or medium fire is pretty"",""Animals like to cook on a fire"",""Animals are afraid of a big fire"",""Animals like the warmth of a medium fire"",""Humans like to look at fire"",""Animals can make a fire"",""Humans like to cook on a fire"",""Humans are afraid of a big fire"",""Humans can make a fire"",""Animals like to look at fire""}","68c96774c5a755579634545f","685db2f97826087f0608405e","690e18a598be595cd094afe0"
"198","3549","Animals like the warmth of a medium fire","63","{""Animals like to cook on a fire"",""Animals feel that a small or medium fire is pretty"",""Animals like the warmth of a medium fire"",""Humans like to cook on a fire"",""Animals can make a fire"",""Animals like to look at fire"",""Humans can make a fire"",""Humans like the warmth of a medium fire"",""Humans are afraid of a big fire"",""Humans like to look at fire"",""Humans feel that a small or medium fire is pretty"",""Animals are afraid of a big fire""}","663ae3f35b81791c40865be5","685db2f97826087f0608405e","690e18aa384484493724b6a7"
"199","3043","Animals like to cook on a fire","1","{""Humans like to look at fire"",""Animals like the warmth of a medium fire"",""Animals feel that a small or medium fire is pretty"",""Humans like the warmth of a medium fire"",""Humans like to cook on a fire"",""Animals like to cook on a fire"",""Humans feel that a small or medium fire is pretty"",""Animals are afraid of a big fire"",""Animals can make a fire"",""Humans are afraid of a big fire"",""Humans can make a fire"",""Animals like to look at fire""}","6429ffe11a9806a9a95ad072","685db2f97826087f0608405e","690e18a022810bbb943733cf"
"200","8634","Animals like to look at fire","62","{""Animals like to look at fire"",""Humans like the warmth of a medium fire"",""Animals can make a fire"",""Animals like to cook on a fire"",""Humans are afraid of a big fire"",""Animals like the warmth of a medium fire"",""Humans can make a fire"",""Humans like to look at fire"",""Humans feel that a small or medium fire is pretty"",""Animals are afraid of a big fire"",""Animals feel that a small or medium fire is pretty"",""Humans like to cook on a fire""}","61097e0464a4a922602d495b","685db2f97826087f0608405e","690e18b71eafe82a4c395cd6"
"201","4007","Humans like the warmth of a medium fire","96","{""Animals like the warmth of a medium fire"",""Humans can make a fire"",""Humans like the warmth of a medium fire"",""Humans are afraid of a big fire"",""Animals like to cook on a fire"",""Animals like to look at fire"",""Humans like to look at fire"",""Humans like to cook on a fire"",""Animals can make a fire"",""Animals are afraid of a big fire"",""Animals feel that a small or medium fire is pretty"",""Humans feel that a small or medium fire is pretty""}","5d59d45948766d0018949d58","685db2f97826087f0608405e","690e189f26d7ef7f58256be6"
"202","3205","Humans feel that a small or medium fire is pretty","52","{""Humans like the warmth of a medium fire"",""Animals like the warmth of a medium fire"",""Humans like to cook on a fire"",""Animals are afraid of a big fire"",""Humans feel that a small or medium fire is pretty"",""Animals feel that a small or medium fire is pretty"",""Animals like to look at fire"",""Humans can make a fire"",""Animals can make a fire"",""Animals like to cook on a fire"",""Humans are afraid of a big fire"",""Humans like to look at fire""}","5f919274b5383b00096b0295","685db2f97826087f0608405e","690e18a1c7ec26b8f3ae0343"
"203","3961","Animals like to cook on a fire","1","{""Animals are afraid of a big fire"",""Animals can make a fire"",""Animals like to look at fire"",""Humans like to cook on a fire"",""Humans feel that a small or medium fire is pretty"",""Animals feel that a small or medium fire is pretty"",""Humans like to look at fire"",""Animals like to cook on a fire"",""Humans are afraid of a big fire"",""Humans can make a fire"",""Humans like the warmth of a medium fire"",""Animals like the warmth of a medium fire""}","6279257a38f2de2668ac6309","685db2f97826087f0608405e","690e189a69621e61c835fa72"
"204","3895","Humans like the warmth of a medium fire","78","{""Animals like to look at fire"",""Humans like the warmth of a medium fire"",""Humans like to look at fire"",""Animals feel that a small or medium fire is pretty"",""Animals like the warmth of a medium fire"",""Animals are afraid of a big fire"",""Humans are afraid of a big fire"",""Animals can make a fire"",""Humans feel that a small or medium fire is pretty"",""Humans can make a fire"",""Humans like to cook on a fire"",""Animals like to cook on a fire""}","5fb5f30ab74f4b20cdd41ec1","685db2f97826087f0608405e","690e189cad6525167ff64fb3"
"205","2393","Humans can make a fire","100","{""Animals like to cook on a fire"",""Humans are afraid of a big fire"",""Animals feel that a small or medium fire is pretty"",""Humans like to cook on a fire"",""Humans can make a fire"",""Animals like to look at fire"",""Animals can make a fire"",""Animals are afraid of a big fire"",""Animals like the warmth of a medium fire"",""Humans like to look at fire"",""Humans like the warmth of a medium fire"",""Humans feel that a small or medium fire is pretty""}","63ea4a7fa7d709c8e7887a93","685db2f97826087f0608405e","690e18a0746fce0498519559"
"206","3065","Humans like to cook on a fire","100","{""Animals like to cook on a fire"",""Animals feel that a small or medium fire is pretty"",""Animals like the warmth of a medium fire"",""Humans like to cook on a fire"",""Animals can make a fire"",""Animals like to look at fire"",""Humans can make a fire"",""Humans like the warmth of a medium fire"",""Humans are afraid of a big fire"",""Humans like to look at fire"",""Humans feel that a small or medium fire is pretty"",""Animals are afraid of a big fire""}","663ae3f35b81791c40865be5","685db2f97826087f0608405e","690e18aa384484493724b6a7"
"207","4692","Animals are afraid of a big fire","68","{""Animals like the warmth of a medium fire"",""Animals like to cook on a fire"",""Animals are afraid of a big fire"",""Humans can make a fire"",""Humans like to look at fire"",""Humans like the warmth of a medium fire"",""Animals can make a fire"",""Animals like to look at fire"",""Humans like to cook on a fire"",""Animals feel that a small or medium fire is pretty"",""Humans are afraid of a big fire"",""Humans feel that a small or medium fire is pretty""}","6562c55e28c4121b6401c0c7","685db2f97826087f0608405e","690e18b1bd6e45300ebd731a"
"208","3215","Humans feel that a small or medium fire is pretty","52","{""Humans like to look at fire"",""Animals like the warmth of a medium fire"",""Animals feel that a small or medium fire is pretty"",""Humans like the warmth of a medium fire"",""Humans like to cook on a fire"",""Animals like to cook on a fire"",""Humans feel that a small or medium fire is pretty"",""Animals are afraid of a big fire"",""Animals can make a fire"",""Humans are afraid of a big fire"",""Humans can make a fire"",""Animals like to look at fire""}","6429ffe11a9806a9a95ad072","685db2f97826087f0608405e","690e18a022810bbb943733cf"
"209","15404","Humans can make a fire","99","{""Animals are afraid of a big fire"",""Animals like to look at fire"",""Humans like to cook on a fire"",""Animals like to cook on a fire"",""Humans can make a fire"",""Humans are afraid of a big fire"",""Humans feel that a small or medium fire is pretty"",""Animals can make a fire"",""Animals feel that a small or medium fire is pretty"",""Humans like the warmth of a medium fire"",""Animals like the warmth of a medium fire"",""Humans like to look at fire""}","62682277645054f5802459b8","685db2f97826087f0608405e","690e1895bc85482d63d7fb3f"
"210","4003","Humans like the warmth of a medium fire","76","{""Animals like to look at fire"",""Humans like the warmth of a medium fire"",""Animals can make a fire"",""Animals like to cook on a fire"",""Humans are afraid of a big fire"",""Animals like the warmth of a medium fire"",""Humans can make a fire"",""Humans like to look at fire"",""Humans feel that a small or medium fire is pretty"",""Animals are afraid of a big fire"",""Animals feel that a small or medium fire is pretty"",""Humans like to cook on a fire""}","61097e0464a4a922602d495b","685db2f97826087f0608405e","690e18b71eafe82a4c395cd6"
"211","5706","Humans are afraid of a big fire","98","{""Humans are afraid of a big fire"",""Animals feel that a small or medium fire is pretty"",""Humans can make a fire"",""Animals like to cook on a fire"",""Animals like to look at fire"",""Animals are afraid of a big fire"",""Humans like to look at fire"",""Humans like to cook on a fire"",""Animals like the warmth of a medium fire"",""Animals can make a fire"",""Humans like the warmth of a medium fire"",""Humans feel that a small or medium fire is pretty""}","5aa485b11eda41000136c94b","685db2f97826087f0608405e","690e18a6e2f0642fa714393f"
"212","3570","Humans are afraid of a big fire","85","{""Animals are afraid of a big fire"",""Animals can make a fire"",""Animals like to look at fire"",""Humans like to cook on a fire"",""Humans feel that a small or medium fire is pretty"",""Animals feel that a small or medium fire is pretty"",""Humans like to look at fire"",""Animals like to cook on a fire"",""Humans are afraid of a big fire"",""Humans can make a fire"",""Humans like the warmth of a medium fire"",""Animals like the warmth of a medium fire""}","6279257a38f2de2668ac6309","685db2f97826087f0608405e","690e189a69621e61c835fa72"
"213","3085","Humans like to look at fire","76","{""Animals like to look at fire"",""Humans like the warmth of a medium fire"",""Humans like to look at fire"",""Animals feel that a small or medium fire is pretty"",""Animals like the warmth of a medium fire"",""Animals are afraid of a big fire"",""Humans are afraid of a big fire"",""Animals can make a fire"",""Humans feel that a small or medium fire is pretty"",""Humans can make a fire"",""Humans like to cook on a fire"",""Animals like to cook on a fire""}","5fb5f30ab74f4b20cdd41ec1","685db2f97826087f0608405e","690e189cad6525167ff64fb3"
"214","7361","Humans like the warmth of a medium fire","70","{""Humans like to cook on a fire"",""Humans like to look at fire"",""Animals are afraid of a big fire"",""Humans like the warmth of a medium fire"",""Animals can make a fire"",""Animals like to look at fire"",""Humans are afraid of a big fire"",""Animals like to cook on a fire"",""Humans can make a fire"",""Humans feel that a small or medium fire is pretty"",""Animals like the warmth of a medium fire"",""Animals feel that a small or medium fire is pretty""}","5cd726aab1fa62001a8de584","685db2f97826087f0608405e","690e189aac5648b86c3578de"
"215","2604","Humans are afraid of a big fire","100","{""Animals are afraid of a big fire"",""Animals like to look at fire"",""Humans like to cook on a fire"",""Animals like to cook on a fire"",""Humans can make a fire"",""Humans are afraid of a big fire"",""Humans feel that a small or medium fire is pretty"",""Animals can make a fire"",""Animals feel that a small or medium fire is pretty"",""Humans like the warmth of a medium fire"",""Animals like the warmth of a medium fire"",""Humans like to look at fire""}","62682277645054f5802459b8","685db2f97826087f0608405e","690e1895bc85482d63d7fb3f"
