"id","duration","selected","order","prolificId","studyId","sessionId"
"46","22944","Air","{""Fire"",""Air"",""Rocks"",""Water""}","5feb31a4fef4d1b519e1cfc5","685d669a0fa68229c8cfeebf","685db4c80434a31ca1449b67"
"47","24681","Fire","{""Air"",""Fire"",""Rocks"",""Water""}","5a9949f035237b00011286a6","685d669a0fa68229c8cfeebf","685db4b102c746f3a5afe1d1"
"48","13188","Air","{""Air"",""Water"",""Rocks"",""Fire""}","672fbd18a984961bfe20562d","685d669a0fa68229c8cfeebf","685db4dafbfe744e40b362ec"
"49","16689","Fire","{""Rocks"",""Air"",""Water"",""Fire""}","67191dfe860aa0ca395ac34b","685d669a0fa68229c8cfeebf","685db4e153deb30999492456"
"50","56718","Water","{""Fire"",""Water"",""Air"",""Rocks""}","60c7c096903b9b083aa00c4f","685d669a0fa68229c8cfeebf","685db48c745d5bacb8168b23"
"51","17684","Fire","{""Fire"",""Rocks"",""Air"",""Water""}","5e29f35508b1de06398dfd8e","685d669a0fa68229c8cfeebf","685db4ec64e4b28f39047370"
"52","40293","Fire","{""Water"",""Air"",""Fire"",""Rocks""}","661d1672f01169fe41f1f001","685d669a0fa68229c8cfeebf","685db4da014db94a1ed5a5db"
"53","3626","Air","{""Air"",""Fire"",""Rocks"",""Water""}","6785704c3b1ab8813a4958b0","685d669a0fa68229c8cfeebf","685db4e846fb2425ab41deab"
"54","15805","Fire","{""Water"",""Fire"",""Air"",""Rocks""}","5eadc384e00264461f74d7c8","685d669a0fa68229c8cfeebf","685db50147664a07efc66b67"
"55","19121","Fire","{""Fire"",""Air"",""Water"",""Rocks""}","5c3d07a85a994b0001c10bb2","685d669a0fa68229c8cfeebf","685db504db55065434f18897"
"56","14862","Rocks","{""Fire"",""Air"",""Rocks"",""Water""}","57c357770e6a1f00015f6038","685d669a0fa68229c8cfeebf","685db4b59dc4b552cff236fb"
"57","13043","Air","{""Fire"",""Water"",""Air"",""Rocks""}","5f76586f6ce6850f223a25ab","685d669a0fa68229c8cfeebf","685db52c560140d56268a414"
"58","46137","Air","{""Rocks"",""Fire"",""Air"",""Water""}","664ebfd573450db2596c40a8","685d669a0fa68229c8cfeebf","685db4f0f8923618b1221a17"
"59","5163","Water","{""Water"",""Fire"",""Rocks"",""Air""}","5ca419ef2fd4860001a501db","685d669a0fa68229c8cfeebf","685db53a552258a5e6e3e29b"
"60","5382","Water","{""Fire"",""Air"",""Water"",""Rocks""}","66f69dcc061074dacb886b52","685d669a0fa68229c8cfeebf","685db523896252e416ce8764"
"61","9989","Air","{""Rocks"",""Water"",""Air"",""Fire""}","5997043dbbe84800017964a7","685d669a0fa68229c8cfeebf","685db5361570c3177fe11c7b"
"62","16248","Air","{""Air"",""Rocks"",""Fire"",""Water""}","55cf5cc434e9060005e56c39","685d669a0fa68229c8cfeebf","685db5307904fdf6a28a29eb"
"63","6922","Air","{""Fire"",""Water"",""Rocks"",""Air""}","6101ef1676d38820d1002ef5","685d669a0fa68229c8cfeebf","685db5413f7b88a318b5107a"
"64","19119","Fire","{""Rocks"",""Air"",""Water"",""Fire""}","62749fbd70a9fa9d1450f775","685d669a0fa68229c8cfeebf","685db539d9a53ed726e9a4aa"
"65","7919","Air","{""Air"",""Water"",""Rocks"",""Fire""}","5e759f933115e010b2ab6288","685d669a0fa68229c8cfeebf","685db56f266aeee3497b4d42"
"66","9728","Rocks","{""Air"",""Water"",""Fire"",""Rocks""}","677f0032603499bb93fef444","685d669a0fa68229c8cfeebf","685db5348a349a4d213b7cb8"
"67","4383","Water","{""Water"",""Air"",""Rocks"",""Fire""}","6118b3bf8ec743208bae28c8","685d669a0fa68229c8cfeebf","685db57bb6e857d956ae1be7"
"68","7341","Fire","{""Water"",""Air"",""Fire"",""Rocks""}","679023f5b7572e2b6cb86bf7","685d669a0fa68229c8cfeebf","685db54dcf1c9cf1aaed0f78"
"69","9739","Fire","{""Water"",""Air"",""Fire"",""Rocks""}","6557a5752b96c7460bd7ea52","685d669a0fa68229c8cfeebf","685db5837e187d42aaa7de2c"
"70","5483","Water","{""Air"",""Rocks"",""Fire"",""Water""}","5bca0f4fa84e9f00019cce4e","685d669a0fa68229c8cfeebf","685db597de4b6667cd2ddcbf"
"71","6245","Fire","{""Air"",""Fire"",""Water"",""Rocks""}","58bef6fd31de840001e84ba0","685d669a0fa68229c8cfeebf","685db5a4db55065434f188cd"
"72","42577","Fire","{""Rocks"",""Water"",""Air"",""Fire""}","6717f4092efeee82197efbea","685d669a0fa68229c8cfeebf","685db58c58066ccfa0bc1e57"
"73","12045","Air","{""Water"",""Air"",""Fire"",""Rocks""}","599973b4336b6b000159e62d","685d669a0fa68229c8cfeebf","685db5c59d4a5189702b16b3"
"74","5873","Fire","{""Water"",""Fire"",""Air"",""Rocks""}","5bb3e443951bd40001f1e0fd","685d669a0fa68229c8cfeebf","685db5d9f5e2d791bbe52920"
"75","19433","Air","{""Fire"",""Air"",""Rocks"",""Water""}","604fa685e33606f9a0ee8189","685d669a0fa68229c8cfeebf","685db5c24f2bb91ea80e9584"
"76","5563","Air","{""Rocks"",""Water"",""Air"",""Fire""}","677ea99632ede91523475586","685d669a0fa68229c8cfeebf","685db5dbcf5e9c4136529046"
"77","7667","Fire","{""Water"",""Air"",""Rocks"",""Fire""}","67155c0d5e4be2cc45171bee","685d669a0fa68229c8cfeebf","685db5b416376d2db00ba0e7"
"78","6743","Water","{""Water"",""Rocks"",""Fire"",""Air""}","55146e64fdf99b253d5b1c5d","685d669a0fa68229c8cfeebf","685db5ea9736db5fc882a586"
"79","7081","Fire","{""Rocks"",""Water"",""Fire"",""Air""}","5f5550685e8dec926f63cef1","685d669a0fa68229c8cfeebf","685db595004b9aaedcf9f524"
"80","22118","Fire","{""Rocks"",""Air"",""Fire"",""Water""}","63e9b9aff82ab9e7e1a9f7dd","685d669a0fa68229c8cfeebf","685db5dfd67e9538933e2bb8"
"81","26557","Fire","{""Water"",""Air"",""Fire"",""Rocks""}","607c9f94cc974d4ea1dc22c8","685d669a0fa68229c8cfeebf","685db60f06a7daa45c181732"
"82","4387","Fire","{""Water"",""Rocks"",""Fire"",""Air""}","582009dd87f6b90001f13e40","685d669a0fa68229c8cfeebf","685db624896252e416ce87b5"
"83","8641","Air","{""Fire"",""Water"",""Air"",""Rocks""}","58509fbda6946500016117ed","685d669a0fa68229c8cfeebf","685db652db7d0ed93fb4ce80"
"84","5072","Fire","{""Fire"",""Rocks"",""Water"",""Air""}","62c626cddc745f9e1e4f24a6","685d669a0fa68229c8cfeebf","685db65b5ce81c4786d74bfb"
"85","16145","Water","{""Fire"",""Rocks"",""Water"",""Air""}","680e903cca280e0d7b36aaf9","685d669a0fa68229c8cfeebf","685db53898d6c63508d52422"
"86","17968","Fire","{""Air"",""Fire"",""Water"",""Rocks""}","566feba6b937e400052d33b2","685d669a0fa68229c8cfeebf","685db654a6b327e974f81b21"
"87","13477","Water","{""Fire"",""Air"",""Water"",""Rocks""}","62911a82ead4bc61607aa7d8","685d669a0fa68229c8cfeebf","685db65b9669448002da3946"
"88","10779","Water","{""Water"",""Rocks"",""Fire"",""Air""}","6785b080ddedc2aec5644019","685d669a0fa68229c8cfeebf","685db666d4869c8bebc66f9e"
"89","46312","Air","{""Air"",""Water"",""Rocks"",""Fire""}","675fc6b2a9ac3f0deda9e849","685d669a0fa68229c8cfeebf","685db650f1b0e762902a4298"
"90","6447","Fire","{""Air"",""Rocks"",""Fire"",""Water""}","67411aa0172afbb200bd2c59","685d669a0fa68229c8cfeebf","685db6b04bcef18db2ae8662"
"91","6558","Fire","{""Air"",""Fire"",""Rocks"",""Water""}","58ff31a1d10e2b000108579e","685d669a0fa68229c8cfeebf","685db6d70317399c73d89339"
"92","11835","Air","{""Rocks"",""Air"",""Fire"",""Water""}","571b37aa5d40840011c3a04d","685d669a0fa68229c8cfeebf","685db6cea9db4c8662bbf27f"
"93","9245","Fire","{""Fire"",""Water"",""Rocks"",""Air""}","673a2e12fc7b7863f7d57771","685d669a0fa68229c8cfeebf","685db71f8166e1b75ba8e1c2"
"94","11505","Air","{""Water"",""Rocks"",""Air"",""Fire""}","6658c56f3d9230d99c3e6752","685d669a0fa68229c8cfeebf","685db79bba8b7fd07b34d709"
"95","12704","Air","{""Rocks"",""Fire"",""Air"",""Water""}","67d5d3b719258bd5eeaef834","685d669a0fa68229c8cfeebf","685db7b6857df36099a971b2"
"96","12294","Fire","{""Water"",""Rocks"",""Air"",""Fire""}","5f6fb83464600057ab90de68","685d669a0fa68229c8cfeebf","685db7c74cffe876b4bef1df"
"97","10491","Air","{""Rocks"",""Air"",""Fire"",""Water""}","6126ecc3ebef11936ed8bfcb","685d669a0fa68229c8cfeebf","685db7e75897ec96949caf04"
"98","17755","Rocks","{""Air"",""Rocks"",""Fire"",""Water""}","607905c3accba3e398fc1609","685d669a0fa68229c8cfeebf","685db83974697324041ba4bb"
"99","38233","Air","{""Water"",""Air"",""Fire"",""Rocks""}","66ababfcc7611237becb795b","685d669a0fa68229c8cfeebf","685db83c7f5b304390a56c38"
"100","17019","Air","{""Water"",""Fire"",""Rocks"",""Air""}","56aa2ab9402d62000c7096f2","685d669a0fa68229c8cfeebf","685db8b2648b403ba4f25619"
"101","4807","Air","{""Air"",""Fire"",""Rocks"",""Water""}","6578c0ce1348ad8e79a65d0b","685d669a0fa68229c8cfeebf","685db930fe705bb9100c732c"
"102","11273","Fire","{""Water"",""Fire"",""Rocks"",""Air""}","572bcdbb34b25a0010ddd977","685d669a0fa68229c8cfeebf","685db920f96b1dcc59b8692c"
